Place;Date;Page;Sector;Country Code;Year;Latitude;Longitude;Country;Region;Region District
Borotín (Blansko);;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Borotín (Tábor);;18;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Borová;2005-08-27;21;A;CZ;2005;#N/A;#N/A;#N/A;#N/A;#N/A
Borovany;;32;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Borovce;2018-09-01;37;D;SK;2018;48,5741822;17,745565;Slovensko;Trnavský kraj;okres Piešťany
Borovnice (Rychnov nad Kněžnou);;11;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Borovnice (Trutnov);;10;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Borovnice (Ždár nad Sázavou);;21;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Borovnička;;10;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Borovno;;17;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Borovy;1995-07-31;17;A;CZ;1995;#N/A;#N/A;#N/A;#N/A;#N/A
Borský Jur;2003-06-20;36;D;SK;2003;48,612876;17,0458836;Slovensko;Trnavský kraj;okres Senica
Borský Mikuláš;2018-07-01;36;D;SK;2018;48,628718;17,2058154;Slovensko;Trnavský kraj;okres Senica
Borský Peter;2018-07-01;36;D;SK;2018;48,6349152;17,2178358;Slovensko;Trnavský kraj;okres Senica
Borša;;43;D;SK;1899;48,3921319;21,7063716;Slovensko;Košický kraj;okres Trebišov
Boršice u Blatnice;;37;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Boršice u Buchlovic;;37;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Boršov nad Vltavou;1995-08-09;32;B;CZ;1995;#N/A;#N/A;#N/A;#N/A;#N/A
Bořetice;;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bořislav;1994-01-01;8;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Bořitov;2022-04-13;21;D;CZ;2022;#N/A;#N/A;#N/A;#N/A;#N/A
Boseň;;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Boskovice;;21;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bosonohy;;21;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bošany;2000-07-19;38;C;SK;2000;48,5802963;18,2488386;Slovensko;Trenčiansky kraj;okres Partizánske
Bošovice;;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Boťany;;44;C;SK;1899;48,4446516;22,0877219;Slovensko;Košický kraj;okres Trebišov
Bouzov;;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bozkov;;10;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Božanov;;11;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Božejov;1994-01-01;19;D;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Božetice;;18;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Božice;;35;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Božičany;;6;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Boží Dar;;6;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Božtěšice;;2;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brádno;1994-01-01;41;C;SK;1994;48,5680157;20,017013;Slovensko;Banskobystrický kraj;okres Rimavská Sobota
Braňany;;7;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Branč;1994-01-01;48;A;SK;1994;48,2110635;18,1470603;Slovensko;Nitriansky kraj;okres Nitra
Brandov;;1;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brondýs nad Labem - Stará Boleslov;;9;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brandýs nad Orlicí;1994-01-01;11;C;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Brandýsek;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Branice;;13;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Branišovice;2021-09-10;35;B;CZ;2021;#N/A;#N/A;#N/A;#N/A;#N/A
Branka;;23;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brankovice;1998-08-01;36;B;CZ;1998;#N/A;#N/A;#N/A;#N/A;#N/A
Branky;;23;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Branná;2018-07-01;12;D;CZ;2018;#N/A;#N/A;#N/A;#N/A;#N/A
Branovo;2024-08-04;48;A;SK;2024;48,0260358;18,309159;Slovensko;Nitriansky kraj;okres Nové Zámky
Bransouze;;20;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brantice;;13;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bratčice;;35;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bratislava;1994-01-01;46;B;SK;1994;48,1516988;17,1093063;Slovensko;Bratislavský kraj;
Bratronice;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bratrušov;;12;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bratřejov;;23;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Braväcovo;1994-01-01;40;B;SK;1994;48,8398676;19,749064;Slovensko;Banskobystrický kraj;okres Brezno
Bravantice;2003-10-03;24;A;CZ;2003;#N/A;#N/A;#N/A;#N/A;#N/A
Brehy;2018-07-01;38;D;SK;2018;48,4068987;18,6494975;Slovensko;Banskobystrický kraj;okres Žarnovica
Brekov;2002-09-28;43;D;SK;2002;48,9056816;21,8380892;Slovensko;Prešovský kraj;okres Humenné
Brestov;;43;A;SK;1899;48,8690553;21,3478254;Slovensko;Prešovský kraj;okres Prešov
Brestovany;1994-01-01;37;D;SK;1994;48,3855572;17,690227;Slovensko;Trnavský kraj;okres Trnava
Brestovec;2018-09-01;37;A;SK;2018;47,8640011;17,8218727;Slovensko;Nitriansky kraj;okres Komárno
Bretka;2019-08-18;41;D;SK;2019;48,4891841;20,3434281;Slovensko;Košický kraj;okres Rožňava
Breza;1994-01-01;26;C;SK;1994;49,3864182;19,3824493;Slovensko;Žilinský kraj;okres Námestovo
Brezina;1994-01-01;43;C;SK;1994;48,5493506;21,5531473;Slovensko;Košický kraj;okres Trebišov
Breznica;2020-07-24;29;C;SK;2020;49,1612113;21,6616469;Slovensko;Prešovský kraj;okres Stropkov
Breznička (Bardejov);;29;D;SK;1899;49,223373;21,7035632;Slovensko;Prešovský kraj;okres Stropkov
Breznička (Lučenec);2019-06-22;40;D;SK;2019;48,42226;19,73577;Slovakia;Banskobystrický kraj;okres Poltár
Brezno;1994-01-01;40;A;SK;1994;48,8053349;19,6409612;Slovensko;Banskobystrický kraj;okres Brezno
Brezová pod Bradlom;2018-07-01;37;C;SK;2018;48,6616437;17,5370299;Slovensko;Trenčiansky kraj;okres Myjava
Brezovica;1994-01-01;26;C;SK;1994;49,1447741;20,8524486;Slovensko;Prešovský kraj;okres Sabinov
Brezovica;2002-07-25;28;C;SK;2002;49,1447741;20,8524486;Slovensko;Prešovský kraj;okres Sabinov
Brhlovce;1994-01-01;49;A;SK;1994;48,2164446;18,7401464;Slovensko;Nitriansky kraj;okres Levice
Brieštie;1994-01-01;39;A;SK;1994;48,9170257;18,73709;Slovensko;Žilinský kraj;okres Turčianske Teplice
Brloh;;32;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brná nad Labem;;8;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brňany;;8;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brníčko;;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brníkov;;8;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brnište;;3;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brno;1994-01-01;21;D;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Brod nad Dyjí;;35;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brodce;;9;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brodek u Konice;;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brodek u Prostějova;;22;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brodek u Přerova;1994-01-01;23;C;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Brodno;1994-01-01;25;C;SK;1994;49,2549077;18,7563427;Slovensko;Žilinský kraj;okres Žilina
Brodské;1994-01-01;36;D;SK;1994;48,6913539;17,0143051;Slovensko;Trnavský kraj;okres Skalica
Brodzany;1994-01-01;38;D;SK;1994;48,6105062;18,341165;Slovensko;Trenčiansky kraj;okres Partizánske
Broumov;2022-04-15;11;B;CZ;2022;#N/A;#N/A;#N/A;#N/A;#N/A
Broumy;;7;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brozany;;8;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brtnice;;20;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brtníky;;2;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brťov u Černé Hory;;21;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brumov;2003-10-03;38;A;CZ;2003;#N/A;#N/A;#N/A;#N/A;#N/A
Brumovice (Břeclav);;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brumovice (Opava);;13;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brunovce;1994-01-01;37;D;SK;1994;48,672649;17,8545574;Slovensko;Trenčiansky kraj;okres Nové Mesto nad Váhom
Bruntál;2022-04-16;13;C;CZ;2022;#N/A;#N/A;#N/A;#N/A;#N/A
Brusnica;;29;D;SK;1899;49,1536217;21,6989155;Slovensko;Prešovský kraj;okres Stropkov
Brusník;;50;A;SK;1899;48,299763;19,4013246;Slovensko;Banskobystrický kraj;okres Veľký Krtíš
Brusno;1994-01-01;39;A;SK;1994;48,7916589;19,3852977;Slovensko;Banskobystrický kraj;okres Banská Bystrica
Brusno - kúpele;1994-01-01;40;A;SK;1994;48,785687;19,3955392;Slovensko;Banskobystrický kraj;okres Banská Bystrica
Brušperk;;24;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brutovce;;42;A;SK;1899;49,0869104;20,7742407;Slovensko;Prešovský kraj;okres Levoča
Bruty;1994-01-01;48;D;SK;1994;47,9236648;18,5789655;Slovensko;Nitriansky kraj;okres Nové Zámky
Bruzovice;;24;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brvnište;2023-05-06;24;D;SK;2023;49,2139762;18,4266984;Slovensko;Trenčiansky kraj;okres Považská Bystrica
Brzice;;10;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brzkov;;20;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Brzotín;1994-01-01;41;D;SK;1994;48,6319853;20,4974235;Slovensko;Košický kraj;okres Rožňava
Břasy;;17;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Břeclav;1994-01-01;36;C;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Břehy;;10;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Břest;;23;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Březí (Břeclav);2004-05-23;35;B;CZ;2004;#N/A;#N/A;#N/A;#N/A;#N/A
Březí (Plzeň-jih);;17;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Březina (Jindřichův Hradec);;19;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Březina (Mladá Boleslav);;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Březina (Rokycany);;17;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Březiny;;2;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Březnice (Gottwaldov);;23;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Březnice (Příbram);;17;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Březnice (Tábor);;18;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Březník;2021-09-10;21;C;CZ;2021;#N/A;#N/A;#N/A;#N/A;#N/A
Březno (Chomutov);;7;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Březno (Mladá Boleslav);;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Březolupy;;37;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Březová (Karlovy Vary);;6;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Březová (Náchod);;11;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Březová (Uherské Hradiště);;37;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Březová nad Svitavou;2005-08-28;21;B;CZ;2005;#N/A;#N/A;#N/A;#N/A;#N/A
Březovice;;9;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Březůvky;;37;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Břežánky;;7;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Břežany (Klatovy);;17;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Břežany (Kolín);;9;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Břežany (Znojmo);;35;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Břidličná;;23;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Břilice;;33;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Břvany;;7;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Břve;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bublava;;5;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Buclovany;2020-06-17;29;C;SK;2020;49,1547738;21,3664163;Slovensko;Prešovský kraj;okres Bardejov
Búč;1994-01-01;48;D;SK;1994;47,8077245;18,4421897;Slovensko;Nitriansky kraj;okres Komárno
Bučany;2018-09-01;37;D;SK;2018;48,4190408;17,6991713;Slovensko;Trnavský kraj;okres Trnava
Bučovice;1998-08-01;36;B;CZ;1998;#N/A;#N/A;#N/A;#N/A;#N/A
Buda;;19;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Budča;1994-01-01;39;D;SK;1994;48,5735389;19,0654184;Slovensko;Banskobystrický kraj;okres Zvolen
Budeč;;34;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Budětsko;;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Budimír;1994-01-01;42;B;SK;1994;48,8002774;21,3034889;Slovensko;Košický kraj;okres Košice - okolie
Budiná;;40;C;SK;1899;48,4562768;19,4786731;Slovensko;Banskobystrický kraj;okres Lučenec
Budislav;;21;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Budíškovice;;34;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Budišov;;21;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Budišov nad Budišovkou;;23;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Budkov;;34;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Budkovce;;43;D;SK;1899;48,6343517;21,9274867;Slovensko;Košický kraj;okres Michalovce
Budmerice;1994-01-01;47;A;SK;1994;48,3559971;17,4097834;Slovensko;Bratislavský kraj;okres Pezinok
Budulov;2021-05-22;42;D;SK;2021;48,5880733;20,9923169;Slovensko;Košický kraj;okres Košice - okolie
Budyně nad Ohří;;8;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Buchlovice;;37;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bukov;;21;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Buková (Plzeň-jih);;16;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Buková (Prostějov);;22;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Buková (Trnava);2002-02-02;37;C;SK;2002;48,5418252;17,3943271;Slovensko;Trnavský kraj;okres Trnava
Bukovany (Benešov);;18;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bukovany (Hodonín);2020-06-27;36;B;CZ;2020;#N/A;#N/A;#N/A;#N/A;#N/A
Bukovany (Sokolov);;6;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bukovec (Domažlice);;16;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bukovec (Košice);2021-05-22;42;B;SK;2021;48,7106413;21,1493045;Slovensko;Košický kraj;okres Košice - okolie
Bukovec (Senica);2018-09-01;37;C;SK;2018;48,69806;17,49668;Slovakia;Trenčiansky kraj;okres Myjava
Bukovno;;9;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bulhary;;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bulovka;;3;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Buš;;18;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bušín;;12;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bušince;2018-07-01;50;A;SK;2018;48,1732469;19,5002547;Slovensko;Banskobystrický kraj;okres Veľký Krtíš
Buškovice;;7;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bušovce;1994-01-01;27;D;SK;1994;49,2184073;20,4865401;Slovensko;Prešovský kraj;okres Kežmarok
Bušovice;;17;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Buštěhrad;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Buzica;2021-05-22;42;D;SK;2021;48,5316473;21,0771114;Slovensko;Košický kraj;okres Košice - okolie
Buzitka;1994-01-01;50;B;SK;1994;48,3080403;19,8012907;Slovensko;Banskobystrický kraj;okres Lučenec
Býchory;;9;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bylany (Chrudim);;10;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bylany (Most);;7;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bylnice;2003-10-03;38;A;CZ;2003;#N/A;#N/A;#N/A;#N/A;#N/A
Byňov;;33;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bynovec;;2;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Byseň;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bystrá;1994-01-01;40;A;SK;1994;49,2429535;21,8205102;Slovensko;Prešovský kraj;okres Stropkov
Bystrany;1994-01-01;42;A;SK;1994;48,9492458;20,7597948;Slovensko;Košický kraj;okres Spišská Nová Ves
Bystrc;;21;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bystré (Prešov);;43;A;SK;1899;49,0107214;21,5423299;Slovensko;Prešovský kraj;okres Vranov nad Topľou
Bystré (Svitavy);;21;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bystričany;2000-07-19;38;D;SK;2000;48,6589444;18,5177264;Slovensko;Trenčiansky kraj;okres Prievidza
Bystrička (Lučenec);2019-06-22;40;D;SK;2019;48,46726;19,69969;Slovakia;Banskobystrický kraj;okres Poltár
Bystrička (Martin);1994-01-01;39;A;SK;1994;49,05;18,8833333;Slovensko;Žilinský kraj;okres Martin
Bystrovany;;22;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bystřany;1994-01-01;7;B;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Bystřec;;11;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bystřice (Benešov);1994-01-01;19;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Bystřice (Frýdek-Místek);1994-01-01;25;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Bystřice (Jičín);;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bystřice (Teplice);1994-01-01;1;B;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Bystřice nad Pernštejnem;;21;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bystřice nad Úhlavou;;16;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bystřice pod Hostýnem;;23;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bystřice pod Lopeníkem;1998-08-01;37;B;CZ;1998;#N/A;#N/A;#N/A;#N/A;#N/A
Bystřička;1994-01-01;23;D;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Byšice - Liblice;;9;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Býškovice;;23;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Býšť;1994-01-01;10;D;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Bytča;1994-01-01;24;D;SK;1994;49,2235748;18,5586825;Slovensko;Žilinský kraj;okres Bytča
Bytčica;1994-01-01;25;C;SK;1994;49,1847873;18,7326001;Slovensko;Žilinský kraj;okres Žilina
Bzenec;2020-06-27;36;B;CZ;2020;#N/A;#N/A;#N/A;#N/A;#N/A
Bzenica;1994-01-01;39;C;SK;1994;48,5291788;18,7416615;Slovensko;Banskobystrický kraj;okres Žiar nad Hronom
Bzince pod Javorinou;2003-12-14;37;B;SK;2003;48,78734;17,7717047;Slovensko;Trenčiansky kraj;okres Nové Mesto nad Váhom
Bzová (Beroun);;7;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Bzová (Uherské Hradiště);2018-07-01;37;B;CZ;2018;#N/A;#N/A;#N/A;#N/A;#N/A
Bzovík;2018-07-01;49;B;SK;2018;48,3203168;19,0904118;Slovensko;Banskobystrický kraj;okres Krupina
Cabaj;2019-09-16;48;A;SK;2019;48,241617;18,0224168;Slovensko;Nitriansky kraj;okres Nitra
Cabov;;43;A;SK;1899;48,8044758;21,6401964;Slovensko;Prešovský kraj;okres Vranov nad Topľou
Cakov;;51;A;SK;1899;48,3407333;20,2268828;Slovensko;Banskobystrický kraj;okres Rimavská Sobota
Cehnice;;18;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Cejkov;2026-06-01;43;D;SK;2026;48,4671814;21,7640014;Slovensko;Košický kraj;okres Trebišov
Cejle;;20;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Cerekvice nad Bystřicí;;10;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Cerekvice nod Loučnou;1994-01-01;21;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Cerhenice;1994-01-01;9;D;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Ceroonice;;18;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Cerhovice;1994-01-01;17;B;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Cerová - Lieskové;2004-06-19;37;C;SK;2004;48,5868089;17,380381;Slovensko;Trnavský kraj;okres Senica
Cerovo;2018-07-01;49;B;SK;2018;48,2549755;19,1566814;Slovensko;Banskobystrický kraj;okres Krupina
Cetkovice;;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Cetoraz;;19;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Cetuna;2023-04-22;37;B;SK;2023;48,8271305;17,724661;Slovensko;Trenčiansky kraj;okres Nové Mesto nad Váhom
Cífer;1994-01-01;47;A;SK;1994;48,3151877;17,4902571;Slovensko;Trnavský kraj;okres Trnava
Cigeľka;2020-08-08;28;D;SK;2020;49,4055886;21,1480998;Slovensko;Prešovský kraj;okres Bardejov
Cinobaňa;2019-06-22;40;C;SK;2019;48,4464898;19,6498623;Slovensko;Banskobystrický kraj;okres Poltár
Cínovec;1994-01-01;1;B;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Církvice;;10;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Citice;;6;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Cítoliby;;7;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Citonice;2004-05-22;34;B;CZ;2004;#N/A;#N/A;#N/A;#N/A;#N/A
Citov;;22;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Cítov;;8;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Cotkytle;;12;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Ctětín;;20;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Ctiněves;;8;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Cvikov;;3;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Čabalovce;2020-06-19;29;D;SK;2020;49,2282084;21,9636771;Slovensko;Prešovský kraj;okres Medzilaborce
Čabiny;;29;D;SK;1899;49,1786693;21,9029095;Slovensko;Prešovský kraj;okres Medzilaborce
Čabradský Vrbovok;;49;B;SK;1899;48,2571342;19,0771533;Slovensko;Banskobystrický kraj;okres Krupina
Čab-Sila;;37;D;SK;1899;48,3927986;17,9972753;Slovensko;Nitriansky kraj;okres Nitra
Čáčov;2020-08-22;36;D;SK;2020;48,6780096;17,3385723;Slovensko;Trnavský kraj;okres Senica
Čadca;1994-01-01;25;C;SK;1994;49,4375146;18,7896041;Slovensko;Žilinský kraj;okres Čadca
Čachovice;;9;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Čachrov;;16;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Čachtice;2005-01-01;37;D;SK;2005;48,7138556;17,7871394;Slovensko;Trenčiansky kraj;okres Nové Mesto nad Váhom
Čajkov;1994-01-01;48;B;SK;1994;48,2896655;18,600311;Slovensko;Nitriansky kraj;okres Levice
Čaka;2024-05-25;48;B;SK;2024;48,0402251;18,4700428;Slovensko;Nitriansky kraj;okres Levice
Čakajovce;;48;A;SK;1899;48,3707463;18,0367516;Slovensko;Nitriansky kraj;okres Nitra
Čakanovce (Košice);2020-07-29;43;A;SK;2020;48,7660833;21,4424619;Slovensko;Košický kraj;okres Košice - okolie
Čakanovce (Lučenec);1994-01-01;50;B;SK;1994;48,2142043;19,8129972;Slovensko;Banskobystrický kraj;okres Lučenec
Čakany;1995-05-03;47;A;SK;1995;48,1161884;17,3630666;Slovensko;Trnavský kraj;okres Dunajská Streda
Čaklov;;43;A;SK;1899;48,9074038;21,6280664;Slovensko;Prešovský kraj;okres Vranov nad Topľou
Čaková;;13;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Čakovice;;8;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Čalovec;2025-08-02;47;D;SK;2025;47,8169186;17,9879046;Slovensko;Nitriansky kraj;okres Komárno
Čalovo;1994-01-01;47;D;SK;1994;47,8557806;17,7693671;Slovensko;Trnavský kraj;okres Dunajská Streda
Čamovce;2020-05-02;50;B;SK;2020;48,2491446;19,887084;Slovensko;Banskobystrický kraj;okres Lučenec
Čaňa;1994-01-01;43;C;SK;1994;48,6097522;21,3261089;Slovensko;Košický kraj;okres Košice - okolie
